nazwa_leku,substancja_czynna,postac_leku,dawka_leku,zawartosc_opakowania,identyfikator_leku,lp
Ramizek Combi,Ramiprilum + Amlodipinum, kaps. twarde, 5+5 mg,30 szt.,05909991142520,3722
Ramizek Combi,Ramiprilum + Amlodipinum, kaps. twarde, 10+5 mg,30 szt.,05909991142636,3723
Ramizek Combi,Ramiprilum + Amlodipinum, kaps. twarde, 10+5 mg,60 szt.,05909991142643,3724
Ramizek Combi,Ramiprilum + Amlodipinum, kaps. twarde, 5+10 mg,60 szt.,05909991142674,3725
Ramizek Combi,Ramiprilum + Amlodipinum, kaps. twarde, 5+10 mg,30 szt.,05909991142681,3726
Ramizek Combi,Ramiprilum + Amlodipinum, kaps. twarde, 10+10 mg,60 szt.,05909991142728,3727
Ramizek Combi,Ramiprilum + Amlodipinum, kaps. twarde, 10+10 mg,30 szt.,05909991142759,3728
Ramoclav,Amoxicillinum + Acidum clavulanicum, tabl. powl., 875+125 mg,14 szt.,05909991042073,3729
Ramoclav,Amoxicillinum + Acidum clavulanicum, tabl. powl., 875+125 mg,21 szt.,05909991042080,3730
Ramoclav,Amoxicillinum + Acidum clavulanicum, tabl. powl., 875+125 mg,14 szt.,05909991423513,3731
Ramoclav,Amoxicillinum + Acidum clavulanicum, tabl. powl., 875+125 mg,21 szt.,05909991423520,3732
Ramve 10 mg,Ramiprilum, kaps. twarde, 10 mg,28 szt.,05909990047987,3733
Ramve 2.5 mg,Ramiprilum, kaps. twarde, 2.5 mg,28 szt.,05909990047949,3734
Ramve 5 mg,Ramiprilum, kaps. twarde, 5 mg,28 szt.,05909990047963,3735
Ranacand,Candesartanum cilexetili, tabl., 16 mg,28 szt.,05909990801350,3736
Ranacand,Candesartanum cilexetili, tabl., 8 mg,28 szt.,05909990801367,3737
Ranitydyna Aurovitas,Ranitidinum, tabl. powl., 150 mg,60 szt.,05909991352868,3738
Ranloc,Pantoprazolum, tabl. dojel., 20 mg,28 szt.,05909990730100,3739
Ranloc,Pantoprazolum, tabl. dojel., 40 mg,28 szt.,05909990730179,3740
Ranlosin,Tamsulosini hydrochloridum, kaps. o przed³u¿onym uwalnianiu, 0.4 mg,30 szt.,05909990048007,3741
Ranlosin,Tamsulosini hydrochloridum, kapsu³ki o przed³u¿onym uwalnianiu, 0.4 mg,90 szt.,05909991092184,3742
Ranofren,Olanzapinum, tabl., 10 mg,28 szt.,05909990640287,3743
Ranopril,Lisinoprilum, tabl., 5 mg,28 szt. (2 blist.po 14 szt.),05909991132927,3744
Ranopril,Lisinoprilum, tabl., 20 mg,28 szt. (2 blist.po 14 szt.),05909991133023,3745
Ranopril,Lisinoprilum, tabl., 10 mg,28 szt. (2 blist.po 14 szt.),05909991133122,3746
Rapamune,Sirolimusum, roztwór doustny, 1 mg/ml,60 ml,05909990893645,3747
Rapamune,Sirolimusum, tabl. dra¿., 1 mg,30 szt.,05909990985210,3748
Rawel SR,Indapamidum, tabl. powl. o przed³u¿onym uwalnianiu, 1.5 mg,30 szt.,05909990424801,3749
Rawel SR,Indapamidum, tabl. powl. o przed³u¿onym uwalnianiu, 1.5 mg,60 szt.,05909990424849,3750
Reagila,Cariprazine, kaps. twarde, 1.5 mg,28 szt.,05909991337056,3751
Reagila,Cariprazine, kaps. twarde, 3 mg,28 szt.,05909991337155,3752
Reagila,Cariprazine, kaps. twarde, 4.5 mg,28 szt.,05909991337230,3753
Rebetol,Ribavirinum, kaps. twarde, 200 mg,140 szt.,05909990999828,3754
Rebif,Interferonum beta-1a, roztwór do wstrzykiwañ, 44 ?g/0.5 ml,4 wk³.a 1;5 ml,05909990728497,3755
Rebif,Interferonum beta-1a, roztwór do wstrzykiwañ, 44 ?g/0.5 ml,12 amp.-strz.a 0;5 ml,05909990874934,3756
ReFacto AF,Moroctocogum alfa, proszek i rozpuszczalnik do sporz¹dzania roztworu do wstrzykiwañ, 2000 j.m. (500 j.m./ml),1 fiol. proszku + 1 amp.-strzyk. rozp.,05909990010554,3757
ReFacto AF,Moroctocogum alfa, proszek i rozpuszczalnik do sporz¹dzania roztworu do wstrzykiwañ, 250 j.m. (62.5 j.m./ml),1 fiol. proszku + 1 amp.-strzyk. rozp.,05909990819317,3758
ReFacto AF,Moroctocogum alfa, proszek i rozpuszczalnik do sporz¹dzania roztworu do wstrzykiwañ, 500 j.m. (125 j.m./ml),1 fiol. proszku + 1 amp.-strzyk. rozp.,05909990819416,3759
ReFacto AF,Moroctocogum alfa, proszek i rozpuszczalnik do sporz¹dzania roztworu do wstrzykiwañ, 1000 j.m. (250 j.m./ml),1 fiol. proszku + 1 amp.-strzyk. rozp.,05909990819515,3760
Refastin,Ketoprofenum, tabl. powl., 100 mg,30 szt.,05909990675593,3761
Rekovelle,Folitropinum delta, roztwór do wstrzykiwañ, 12 µg/0.36 ml,1 wstrzykiwacz 0;36 ml + 3 ig³y,05909991343019,3762
Rekovelle,Folitropinum delta, roztwór do wstrzykiwañ, 72 µg/2.16 ml,1 wstrzykiwacz 2;16 ml + 9 igie³ / 1 wstrzykiwacz 2;16 ml + 15 igie³,05909991343033,3763
Relsed,Diazepamum, mikrowlewka doodbytnicza; roztwór, 2 mg/ml,5 mikrowlewek a 2;5 ml,05909990751518,3764
Relsed,Diazepamum, mikrowlewka doodbytnicza; roztwór, 4 mg/ml,5 mikrowlewek a 2;5 ml,05909990751617,3765
Reltebon,Oxycodonum, tabl. o przed³u¿onym uwalnianiu, 5 mg,60 tabl.,05909991184742,3766
Reltebon,Oxycodonum, tabl. o przed³u¿onym uwalnianiu, 10 mg,60 tabl.,05909991184827,3767
Reltebon,Oxycodonum, tabl. o przed³u¿onym uwalnianiu, 20 mg,60 tabl.,05909991184865,3768
Reltebon,Oxycodonum, tabl. o przed³u¿onym uwalnianiu, 40 mg,60 tabl.,05909991184902,3769
Reltebon,Oxycodonum, tabl. o przed³u¿onym uwalnianiu, 80 mg,60 tabl.,05909991184940,3770
Remicade,Infliximabum, proszek do sporz¹dzania koncentratu do sporz¹dzania roztworu do infuzji, 0.1 g,1 fiol.po 20 ml,05909990900114,3771
Remidia,Sildenafilum, tabletki powlekane, 20 mg,90 tabl.,05903060610545,3772
Remodulin,Treprostinilum, roztwór do infuzji, 1 mg/ml,20 ml,05909990046805,3773
Remodulin,Treprostinilum, roztwór do infuzji, 2.5 mg/ml,20 ml,05909990046850,3774
Remodulin,Treprostinilum, roztwór do infuzji, 5 mg/ml,20 ml,05909990046867,3775
Remodulin,Treprostynilum, roztwór do infuzji, 10 mg/ml,1 fiol.po 20 ml,05909990046874,3776
Remolexam,Meloxicamum, tabl., 15 mg,20 szt.,05909991343354,3777
Remsima,Infliximabum, proszek do sporz¹dzania koncentratu roztworu do infuzji, 100 mg,1 fiol.,05909991086305,3778
Remurel,Glatirameri acetas, roztwór do wstrzykiwañ w ampu³ko-strzykawce, 20 mg/ml,28 amp.-strz. po 1 ml,05909991282882,3779
Remurel,Glatirameri acetas, roztwór do wstrzykiwañ w ampu³ko-strzykawce, 40 mg/ml,12 amp.-strz.po 1 ml,05909991353926,3780
Repatha,Evolocumabum, roztwór do wstrzykiwañ, 140 mg,2 wstrzykiwacze,05909991224370,3781
Repirol SR,Ropinirolum, tabl. doustne o przed³u¿onym uwalnianiu, 2 mg,28 szt.,05909990983582,3782
Repirol SR,Ropinirolum, tabl. doustne o przed³u¿onym uwalnianiu, 4 mg,28 szt.,05909990983803,3783
Repirol SR,Ropinirolum, tabl. doustne o przed³u¿onym uwalnianiu, 8 mg,28 szt.,05909990983971,3784
Replagal,Agalsidasum alfa, koncentrat do sporz¹dzania roztworu do infuzji, 1 mg/ml,1 fiol. 3;5 ml,05909990999514,3785
Requip,Ropinirolum, tabl. powl., 2 mg,21 szt.,05909990013586,3786
Requip,Ropinirolum, tabl. powl., 0.5 mg,21 szt.,05909990013685,3787
Requip,Ropinirolum, tabl. powl., 1 mg,21 szt.,05909990013890,3788
Requip,Ropinirolum, tabl. powl., 5 mg,21 szt.,05909990013968,3789
Requip-Modutab,Ropinirolum, tabl. o przed³u¿onym uwalnianiu, 4 mg,28 szt.,05909990644612,3790
Requip-Modutab,Ropinirolum, tabl. o przed³u¿onym uwalnianiu, 8 mg,28 szt.,05909990644636,3791
Requip-Modutab,Ropinirolum, tabl. o przed³u¿onym uwalnianiu, 2 mg,28 szt.,05909990644728,3792
Reseligo,Goserelinum, implant w amp.-strz., 3.6 mg,1 szt.,05909991256197,3793
Reseligo,Goserelinum, implant w amp.-strz., 10.8 mg,1 szt.,05909991256210,3794
Revatio,Sildenafilum, proszek do sporz¹dzania zawiesiny doustnej, 10 mg/ml,1 butelka 32;27 g (112 ml zawiesiny),05909990967780,3795
Revlimid,Lenalidomidum, kaps. twarde, 5 mg,21 szt.,05909990086696,3796
Revlimid,Lenalidomidum, kaps. twarde, 10 mg,21 szt.,05909990086702,3797
Revlimid,Lenalidomidum, kaps. twarde, 15 mg,21 szt.,05909990086764,3798
Revlimid,Lenalidomidum, kaps. twarde, 25 mg,21 szt.,05909990086771,3799
Revolade,Eltrombopagum, tabl. powl., 25 mg,28 szt.,05909990748204,3800
Revolade,Eltrombopagum, tabl. powl., 50 mg,28 szt.,05909990748235,3801
Rexetin,Paroxetinum, tabl. powl., 20 mg,30 szt.,05909991006310,3802
Ribuspir,Budesonidum, aerozol inhalacyjny; roztwór, 200 µg/dawkê odmierzon¹,1 poj.po 200 daw. odmierzonych + inh.,05909990335183,3803
Ribuspir,Budesonidum, aerozol inhalacyjny; roztwór, 200 µg/dawkê odmierzon¹,1 poj.po 200 daw. odmierzonych + inh. z komor¹ inhalacyjn¹ Jet,05909990335190,3804
Ricordo,Donepezili hydrochloridum, tabl. ulegaj¹ce rozpadowi w jamie ustnej, 5 mg,28 szt.,05909990798933,3805
Ricordo,Donepezili hydrochloridum, tabl. ulegaj¹ce rozpadowi w jamie ustnej, 10 mg,28 szt.,05909990798940,3806
Ridlip,Rosuvastatinum, tabl. powl., 5 mg,28 szt.,05909991000103,3807
Ridlip,Rosuvastatinum, tabl. powl., 10 mg,28 szt.,05909991000141,3808
Ridlip,Rosuvastatinum, tabl. powl., 20 mg,28 szt.,05909991000158,3809
Ridlip,Rosuvastatinum, tabl. powl., 40 mg,28 szt.,05909991000165,3810
Ridlip,Rosuvastatinum, tabl. powl., 5 mg,90 szt.,05909991375775,3811
Ridlip,Rosuvastatinum, tabl. powl., 10 mg,90 szt.,05909991375799,3812
Ridlip,Rosuvastatinum, tabl. powl., 20 mg,90 szt.,05909991375812,3813
Ridlip,Rosuvastatinum, tabl. powl., 20 mg,30 szt.,05909991476984,3814
Rifamazid,Rifampicinum + Isoniazidum, kaps. twarde, 150 + 100 mg,100 szt.,05909990086115,3815
Rifamazid,Rifampicinum + Isoniazidum, kaps. twarde, 300 + 150 mg,100 szt.,05909990086214,3816
Rifampicyna TZF,Rifampicinum, kaps. twarde, 300 mg,100 szt.,05909990084913,3817
Rifampicyna TZF,Rifampicinum, kaps. twarde, 150 mg,100 szt.,05909990085019,3818
Rigevidon,Ethinylestradiolum + Levonorgestrelum, tabl. powl.; 0,03+0.15 mg,21 szt.,05909990873319,3819
Rigevidon,Ethinylestradiolum + Levonorgestrelum, tabl. dra¿owane; 0,03+0.15 mg,21 szt.,05909991383817,3820
Rigevidon,Ethinylestradiolum + Levonorgestrelum, tabl. dra¿owane; 0,03+0.15 mg,21 szt.,05909997223414,3821
Riluzol PMCS,Riluzolum, tabl. powl., 50 mg,56 szt.,05909990928156,3822
Rimal,Ramiprilum + Amlodipinum, kaps. twarde, 5+5 mg,30 szt.,05903060611429,3823
Rimal,Ramiprilum + Amlodipinum, kaps. twarde, 5+10 mg,30 szt.,05903060611467,3824
Rimal,Ramiprilum + Amlodipinum, kaps. twarde, 10+5 mg,30 szt.,05903060611504,3825
Rimal,Ramiprilum + Amlodipinum, kaps. twarde, 10+10 mg,30 szt.,05903060611542,3826
Risendros 35,Natrii risedronas, tabl. powl., 35 mg,4 szt.,05909990082599,3827
Risperidon Vipharm,Risperidonum, tabl. powl., 4 mg,20 szt.,05909990044146,3828
Risperidon Vipharm,Risperidonum, tabl. powl., 3 mg,20 szt.,05909990044252,3829
Risperidon Vipharm,Risperidonum, tabl. powl., 2 mg,20 szt.,05909990044344,3830
Risperidon Vipharm,Risperidonum, tabl. powl., 1 mg,20 szt.,05909990044481,3831
Risperon,Risperidonum, tabl. powl., 2 mg,20 szt.,05909990336487,3832
Risperon,Risperidonum, tabl. powl., 2 mg,60 szt.,05909990336500,3833
Risperon,Risperidonum, tabl. powl., 1 mg,20 szt.,05909990336524,3834
Risperon,Risperidonum, tabl. powl., 1 mg,60 szt.,05909990336548,3835
Risperon,Risperidonum, tabl. powl., 3 mg,20 szt.,05909990336555,3836
Risperon,Risperidonum, tabl. powl., 3 mg,60 szt.,05909990336579,3837
Risperon,Risperidonum, tabl. powl., 4 mg,20 szt.,05909990336586,3838
Risperon,Risperidonum, tabl. powl., 4 mg,60 szt.,05909990336609,3839
Rispolept,Risperidonum, roztwór doustny, 1 mg/ml,100 ml,05909990423828,3840
Rispolept,Risperidonum, tabl. powl., 1 mg,20 szt.,05909990670413,3841
Rispolept,Risperidonum, tabl. powl., 2 mg,20 szt.,05909990670512,3842
Rispolept,Risperidonum, tabl. powl., 3 mg,20 szt.,05909990670611,3843
Rispolept,Risperidonum, tabl. powl., 4 mg,20 szt.,05909990670710,3844
Rispolept Consta,Risperidonum, proszek i rozpuszczalnik do sporz¹dzania zawiesiny do wstrzykiwañ o przed³u¿onym uwalnianiu, 50 mg,1 fiol. + 1 strz. + 1 urz¹dzenie do przygotowania zawiesiny + 2 ig³y do wstrzykniêcia domiêœniowego,05909991058029,3845
Rispolept Consta,Risperidonum, proszek i rozpuszczalnik do sporz¹dzania zawiesiny do wstrzykiwañ o przed³u¿onym uwalnianiu, 37.5 mg,1 fiol. + 1 strz. + 1 urz¹dzenie do przygotowania zawiesiny + 2 ig³y do wstrzykniêcia domiêœniowego,05909991058128,3846
Rispolept Consta,Risperidonum, proszek i rozpuszczalnik do sporz¹dzania zawiesiny do wstrzykiwañ o przed³u¿onym uwalnianiu, 25 mg,1 fiol. + 1 strz. + 1 urz¹dzenie do przygotowania zawiesiny + 2 ig³y do wstrzykniêcia domiêœniowego,05909991058227,3847
Ristidic,Rivastigminum, kaps. twarde, 1.5 mg,28 szt.,05909990782048,3848
Ristidic,Rivastigminum, kaps. twarde, 1.5 mg,56 szt.,05909990782055,3849
Ristidic,Rivastigminum, kaps. twarde, 3 mg,28 szt.,05909990782079,3850
Ristidic,Rivastigminum, kaps. twarde, 3 mg,56 szt.,05909990782086,3851
Ristidic,Rivastigminum, kaps. twarde, 4.5 mg,28 szt.,05909990782147,3852
Ristidic,Rivastigminum, kaps. twarde, 4.5 mg,56 szt.,05909990782154,3853
Ristidic,Rivastigminum, kaps. twarde, 6 mg,28 szt.,05909990782178,3854
Ristidic,Rivastigminum, kaps. twarde, 6 mg,56 szt.,05909990782185,3855
Rivaldo,Rivastigminum, kaps. twarde, 3 mg,56 szt.,05909990816255,3856
Rivaldo,Rivastigminum, kaps. twarde, 4.5 mg,28 szt.,05909990816262,3857
Rivaldo,Rivastigminum, kaps. twarde, 4.5 mg,56 szt.,05909990816279,3858
Rivaldo,Rivastigminum, kaps. twarde, 6 mg,28 szt.,05909990816286,3859
Rivaldo,Rivastigminum, kaps. twarde, 6 mg,56 szt.,05909990816293,3860
Rivastigmin NeuroPharma,Rivastigminum, kaps. twarde, 1.5 mg,28 szt.,05909990982981,3861
Rivastigmin NeuroPharma,Rivastigminum, kaps. twarde, 3 mg,28 szt.,05909990983162,3862
Rivastigmin NeuroPharma,Rivastigminum, kaps. twarde, 3 mg,56 szt.,05909990983179,3863
Rivastigmin NeuroPharma,Rivastigminum, kaps. twarde, 4.5 mg,28 szt.,05909990983308,3864
Rivastigmin NeuroPharma,Rivastigminum, kaps. twarde, 4.5 mg,56 szt.,05909990983322,3865
Rivastigmin NeuroPharma,Rivastigminum, kaps. twarde, 6 mg,28 szt.,05909990983506,3866
Rivastigmin NeuroPharma,Rivastigminum, kaps. twarde, 6 mg,56 szt.,05909990983544,3867
Rivastigmin Orion,Rivastigminum, kaps. twarde, 3 mg,28 szt.,05909990778935,3868
Rivastigmin Orion,Rivastigminum, kaps. twarde, 3 mg,56 szt.,05909990778942,3869
Rivastigmin Orion,Rivastigminum, kaps. twarde, 4.5 mg,56 szt.,05909990778973,3870
Rivastigmin Orion,Rivastigminum, kaps. twarde, 6 mg,56 szt.,05909990779000,3871
Rivastigmine Mylan,Rivastigminum, system transdermalny; plaster, 4.6 mg/24h,30 szt.,05909991078294,3872
Rivastigmine Mylan,Rivastigminum, system transdermalny; plaster, 9.5 mg/24h,30 szt.,05909991078348,3873
Riximyo,Rituximabum, koncentrat do sporz¹dzania roztworu do infuzji, 100 mg,2 fiol.po 10 ml,07613421032975,3874
Riximyo,Rituximabum, koncentrat do sporz¹dzania roztworu do infuzji, 500 mg,1 fiol.po 50 ml,07613421032982,3875
Rixubis,Nonacogum gamma (rDNA), proszek i rozpuszczalnik do sporz¹dzania roztworu do wstrzykiwañ, 250 j.m./5 ml,1 fiol. proszku + 1 fiol. rozp. 5 ml,05909991210090,3876
Rixubis,Nonacogum gamma (rDNA), proszek i rozpuszczalnik do sporz¹dzania roztworu do wstrzykiwañ, 500 j.m./5 ml,1 fiol. proszku + 1 fiol. rozp. 5 ml,05909991210106,3877
Rixubis,Nonacogum gamma (rDNA), proszek i rozpuszczalnik do sporz¹dzania roztworu do wstrzykiwañ, 1000 j.m./5 ml,1 fiol. proszku + 1 fiol. rozp. 5 ml,05909991210120,3878
Rixubis,Nonacogum gamma (rDNA), proszek i rozpuszczalnik do sporz¹dzania roztworu do wstrzykiwañ, 2000 j.m./5 ml,1 fiol. proszku + 1 fiol. rozp. 5 ml,05909991210137,3879
Rixubis,Nonacogum gamma (rDNA), proszek i rozpuszczalnik do sporz¹dzania roztworu do wstrzykiwañ, 3000 j.m./5 ml,1 fiol. proszku + 1 fiol. rozp. 5 ml,05909991210144,3880
Rizmoic,Naldemedinum, tabl. powl., 200 µg,28 szt.,05060431940073,3881
RoActemra,Tocilizumabum, koncentrat do sporz¹dzania roztworu do infuzji, 20 mg/ml,1 fiol.a 4 ml,05000471007039,3882
RoActemra,Tocilizumabum, koncentrat do sporz¹dzania roztworu do infuzji, 20 mg/ml,1 fiol.a 10 ml,05000471007046,3883
RoActemra,Tocilizumabum, koncentrat do sporz¹dzania roztworu do infuzji, 20 mg/ml,1 fiol.a 20 ml,05000471007053,3884
RoActemra,Tocilizumabum, roztwór do wstrzykiwañ, 162 mg,4 amp.-strz. po 0;9 ml,05902768001075,3885
RoActemra,Tocilizumabum, koncentrat do sporz¹dzania roztworu do infuzji, 20 mg/ml,1 fiol.po 10 ml,05909990678259,3886
RoActemra,Tocilizumabum, koncentrat do sporz¹dzania roztworu do infuzji, 20 mg/ml,1 fiol.po 20 ml,05909990678266,3887
RoActemra,Tocilizumabum, koncentrat do sporz¹dzania roztworu do infuzji, 20 mg/ml,1 fiol.po 4 ml,05909990678273,3888
Rolicyn,Roxithromycinum, tabl. powl., 100 mg,10 szt.,05909990847914,3889
Rolicyn,Roxithromycinum, tabl. powl., 150 mg,10 szt.,05909990848010,3890
Rolpryna SR,Ropinirolum, tabl. o przed³u¿onym uwalnianiu, 2 mg,28 szt.,05909990855766,3891
Rolpryna SR,Ropinirolum, tabl. o przed³u¿onym uwalnianiu, 4 mg,28 szt.,05909990855773,3892
Rolpryna SR,Ropinirolum, tabl. o przed³u¿onym uwalnianiu, 8 mg,28 szt.,05909990855780,3893
Rolpryna SR,Ropinirolum, tabl. o przed³. uwalnianiu, 2 mg,84 szt.,05909991033781,3894
Rolpryna SR,Ropinirolum, tabl. o przed³. uwalnianiu, 4 mg,84 szt.,05909991033798,3895
Rolpryna SR,Ropinirolum, tabl. o przed³. uwalnianiu, 8 mg,84 szt.,05909991033804,3896
Rolpryna SR,Ropinirolum, tabl. o przed³u¿onym uwalnianiu, 4 mg,28 szt.,05909991391485,3897
Rolpryna SR,Ropinirolum, tabl. o przed³u¿onym uwalnianiu, 8 mg,28 szt.,05909991391683,3898
Romazic,Rosuvastatinum, tabl. powl., 5 mg,30 szt.,05909990919574,3899
Romazic,Rosuvastatinum, tabl. powl., 10 mg,30 szt.,05909990919604,3900
Romazic,Rosuvastatinum, tabl. powl., 20 mg,30 szt.,05909990919659,3901
Romazic,Rosuvastatinum, tabl. powl., 40 mg,30 szt.,05909990919673,3902
Romazic,Rosuvastatinum, tabl. powl., 15 mg,30 szt.,05909991435950,3903
Romazic,Rosuvastatinum, tabl. powl., 30 mg,30 szt.,05909991435981,3904
Romilast,Montelukastum, tabl. do rozgryzania i ¿ucia, 4 mg,28 szt.,05909991007263,3905
Romilast,Montelukastum, tabl. do rozgryzania i ¿ucia, 5 mg,28 szt.,05909991007270,3906
Romilast,Montelukastum, tabl. powl., 10 mg,28 szt.,05909991007300,3907
Ropodrin,Ropinirolum, tabl. o przed³u¿onym uwalnianiu, 2 mg,28 szt.,05909990963874,3908
Ropodrin,Ropinirolum, tabl. o przed³u¿onym uwalnianiu, 4 mg,28 szt.,05909990964239,3909
Ropodrin,Ropinirolum, tabl. o przed³u¿onym uwalnianiu, 8 mg,28 szt.,05909990964321,3910
Rosutrox,Rosuvastatinum, tabl. powl., 5 mg,28 szt.,05909991085599,3911
Rosutrox,Rosuvastatinum, tabl. powl., 5 mg,56 szt.,05909991085636,3912
Rosutrox,Rosuvastatinum, tabl. powl., 10 mg,28 szt.,05909991085674,3913
Rosutrox,Rosuvastatinum, tabl. powl., 10 mg,56 szt.,05909991085698,3914
Rosutrox,Rosuvastatinum, tabl. powl., 20 mg,28 szt.,05909991085759,3915
Rosutrox,Rosuvastatinum, tabl. powl., 20 mg,56 szt.,05909991085773,3916
Rosutrox,Rosuvastatinum, tabl. powl., 40 mg,28 szt.,05909991085841,3917
Rosutrox,Rosuvastatinum, tabl. powl., 40 mg,56 szt.,05909991085865,3918
Rosuvastatin Aurovitas,Rosuvastatinum, tabl. powl., 5 mg,28 szt.,05909991422875,3919
Rosuvastatin Aurovitas,Rosuvastatinum, tabl. powl., 10 mg,28 szt.,05909991425883,3920
Rosuvastatin Aurovitas,Rosuvastatinum, tabl. powl., 20 mg,28 szt.,05909991425906,3921
Rosuvastatin Aurovitas,Rosuvastatinum, tabl. powl., 40 mg,28 szt.,05909991425920,3922
Roswera,Rosuvastatinum, tabl. powl., 5 mg,28 szt.,05909990895106,3923
Roswera,Rosuvastatinum, tabletki powlekane, 5 mg,90 tabl.,05909990895182,3924
Roswera,Rosuvastatinum, tabl. powl., 10 mg,28 szt.,05909990895250,3925
Roswera,Rosuvastatinum, tabletki powlekane, 10 mg,90 tabl.,05909990895304,3926
Roswera,Rosuvastatinum, tabl. powl., 15 mg,28 szt.,05909990895380,3927
Roswera,Rosuvastatinum, tabl. powl., 15 mg,56 szt.,05909990895403,3928
Roswera,Rosuvastatinum, tabletki powlekane, 15 mg,90 tabl.,05909990895458,3929
Roswera,Rosuvastatinum, tabl. powl., 20 mg,28 szt.,05909990895533,3930
Roswera,Rosuvastatinum, tabletki powlekane, 20 mg,90 tabl.,05909990895588,3931
Roswera,Rosuvastatinum, tabl. powl., 30 mg,28 szt.,05909990895663,3932
Roswera,Rosuvastatinum, tabl. powl., 30 mg,56 szt.,05909990895687,3933
Roswera,Rosuvastatinum, tabletki powlekane, 30 mg,90 tabl.,05909990895724,3934
Roswera,Rosuvastatinum, tabl. powl., 40 mg,28 szt.,05909990895786,3935
Roswera,Rosuvastatinum, tabletki powlekane, 40 mg,90 tabl.,05909990895892,3936
Rovamycine,Spiramycinum, tabl. powl., 1.5 mln j.m.,16 szt.,05909990098613,3937
Rovamycine,Spiramycinum, tabl. powl., 3 mln j.m.,10 szt.,05909990692118,3938
Rozacom,Dorzolamidum + Timololum, krople do oczu; roztwór, 20+5 mg/ml,3 but.po 5 ml,05906414000955,3939
Rozacom,Dorzolamidum + Timololum, krople do oczu; roztwór, 20+5 mg/ml,1 but.po 5 ml,05909990746705,3940
Rozaduo,Travoprostum + Timololum, krople do oczu; roztwór, 0.04+5 mg/ml,1 but.a 2;5 ml,05909991347802,3941
Rozaduo,Travoprostum + Timololum, krople do oczu; roztwór, 0.04+5 mg/ml,3 but.a 2;5 ml,05909991347819,3942
Rozaduo,Travoprostum + Timololum, krople do oczu; roztwór, 0.04+5 mg/ml,4 but.a 2;5 ml,05909991347826,3943
Rozalin,Dorzolamidum, krople do oczu; roztwór, 20 mg/ml,3 but.po 5 ml,05906414000962,3944
Rozalin,Dorzolamidum, krople do oczu; roztwór, 20 mg/ml,1 but.po 5 ml,05909990643929,3945
Rozaprost,Latanoprostum, krople do oczu; roztwór, 0.05 mg/ml,3 but.po 2;5 ml,05900411001298,3946
Rozaprost,Latanoprostum, krople do oczu; roztwór, 0.05 mg/1 ml,1 but.po 2;5 ml,05909990841448,3947
Rozaprost Mono,Latanoprostum, krople do oczu; roztwór, 50 µg/ml,30 poj.,05909991102883,3948
Rozaprost Mono,Latanoprostum, krople do oczu; roztwór, 50 µg/ml,90 poj.,05909991102890,3949
Rozatrav,Travoprostum, krople do oczu; roztwór, 40 µg/ml,4 but.a 2;5 ml,05900411002554,3950
Rozatrav,Travoprostum, krople do oczu; roztwór, 40 µg/ml,1 but.a 2;5 ml,05906414003161,3951
Rozatrav,Travoprostum, krople do oczu; roztwór, 40 µg/ml,3 but.a 2;5 ml,05906414003178,3952
Rozesta,Rosuvastatinum + Ezetimibum, tabl., 5 + 10 mg,30 szt.,05909991463762,3953
Rozesta,Rosuvastatinum + Ezetimibum, tabl., 10 + 10 mg,30 szt.,05909991463816,3954
Rozesta,Rosuvastatinum + Ezetimibum, tabl., 20 + 10 mg,30 szt.,05909991463830,3955
Ruconest,Conestatum alfa, proszek do sporz¹dzania roztworu do wstrzykiwañ, 2100 j.,1 fiol. proszku + 1 fiol. rozp. + zestaw do podawania,08718309680077,3956
Rupaller,Rupatadinum, tabl., 10 mg,100 szt.,05909991429881,3957
Rydapt,Midostaurinum, kaps. miêkkie, 25 mg,112 szt.,05909991341527,3958
Rydapt,Midostaurinum, kaps. miêkkie, 25 mg,56 szt.,05909991353995,3959
Ryspolit,Risperidonum, tabl. powl., 1 mg,20 szt.,05909990567683,3960
Ryspolit,Risperidonum, tabl. powl., 2 mg,20 szt.,05909990567737,3961
Ryspolit,Risperidonum, tabl. powl., 3 mg,20 szt.,05909990567935,3962
Ryspolit,Risperidonum, tabl. powl., 4 mg,20 szt.,05909990568031,3963
Ryspolit,Risperidonum, roztwór doustny, 1 mg/ml,1 but.po 30 ml,05909990721399,3964
Ryspolit,Risperidonum, roztwór doustny, 1 mg/ml,1 but.po 100 ml,05909990721405,3965
Rywastygmina Apotex/Rywastygmina Aurovitas,Rivastigminum, system transdermalny; plaster, 4.6 mg/24 h,30 szt.,05909991067595,3966
Rywastygmina Apotex/Rywastygmina Aurovitas,Rivastigminum, system transdermalny; plaster, 9.5 mg/24h,30 szt.,05909991067632,3967
Ryzodeg,Insulinum degludecum + Insulinum aspartum, roztwór do wstrzykiwañ, 100 j.m./ml,5 wk³.po 3 ml Penfill,05909991371562,3968
Sabril,Vigabatrinum, tabl. powl., 500 mg,100 szt.,05909990312818,3969
Sabril,Vigabatrinum, granulat do sporz¹dzania roztworu doustnego, 500 mg,50 sasz.,05909990832712,3970
Sabumalin,Salbutamolum, aerozol inhalacyjny; zawiesina, 100 µg/dawkê,1 poj.po 200 daw.,05909990764150,3971
Salaza,Mesalazinum, tabl. dojel., 500 mg,100 szt.,05909991418847,3972
