identyfikator_leku,zakres_wskazan,zakres_wskazan_pozarejestracyjnych,poziom_odplatnosci,wysokosc_doplaty_swiadczeniobiorcy,id_leku
05909991045692,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,16.59,4498
05909991045692,,,,,4498
05909991045722,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,31.3,4499
05909991045722,,,,,4499
05909991045746,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,51.08,4500
05909991045746,,,,,4500
05909991045807,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,16.59,4501
05909991045807,,,,,4501
05909991045852,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,31.3,4502
05909991045852,,,,,4502
05909991045876,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,51.08,4503
05909991045876,,,,,4503
05901878600864,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,10.84,4504
05901878600864,,,,,4504
05901878600871,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,15.84,4505
05901878600871,,,,,4505
05901878600901,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,6.36,4506
05901878600901,,,,,4506
05903792743542,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,nadciœnienie têtnicze inne ni¿ okreœlone w ChPL - u dzieci do 18 roku ¿ycia; przewlek³a choroba nerek u dzieci do 18 roku ¿ycia; leczenie renoprotekcyjne u dzieci do 18 roku ¿ycia,30%,10.88,4507
05903792743542,,,,,4507
05903792743559,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,nadciœnienie têtnicze inne ni¿ okreœlone w ChPL - u dzieci do 18 roku ¿ycia; przewlek³a choroba nerek u dzieci do 18 roku ¿ycia; leczenie renoprotekcyjne u dzieci do 18 roku ¿ycia,30%,15.86,4508
05903792743559,,,,,4508
05903792743566,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,nadciœnienie têtnicze inne ni¿ okreœlone w ChPL - u dzieci do 18 roku ¿ycia; przewlek³a choroba nerek u dzieci do 18 roku ¿ycia; leczenie renoprotekcyjne u dzieci do 18 roku ¿ycia,30%,6.38,4509
05903792743566,,,,,4509
05909997077628,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,nadciœnienie têtnicze inne ni¿ okreœlone w ChPL - u dzieci do 18 roku ¿ycia; przewlek³a choroba nerek u dzieci do 18 roku ¿ycia; leczenie renoprotekcyjne u dzieci do 18 roku ¿ycia,30%,18.12,4510
05909997077628,,,,,4510
05909997077635,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,nadciœnienie têtnicze inne ni¿ okreœlone w ChPL - u dzieci do 18 roku ¿ycia; przewlek³a choroba nerek u dzieci do 18 roku ¿ycia; leczenie renoprotekcyjne u dzieci do 18 roku ¿ycia,30%,18.21,4511
05909997077635,,,,,4511
05909997077697,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,nadciœnienie têtnicze inne ni¿ okreœlone w ChPL - u dzieci do 18 roku ¿ycia; przewlek³a choroba nerek u dzieci do 18 roku ¿ycia; leczenie renoprotekcyjne u dzieci do 18 roku ¿ycia,30%,34.36,4512
05909997077697,,,,,4512
05909997077703,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,nadciœnienie têtnicze inne ni¿ okreœlone w ChPL - u dzieci do 18 roku ¿ycia; przewlek³a choroba nerek u dzieci do 18 roku ¿ycia; leczenie renoprotekcyjne u dzieci do 18 roku ¿ycia,30%,33.84,4513
05909997077703,,,,,4513
05909997077604,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,nadciœnienie têtnicze inne ni¿ okreœlone w ChPL - u dzieci do 18 roku ¿ycia; przewlek³a choroba nerek u dzieci do 18 roku ¿ycia; leczenie renoprotekcyjne u dzieci do 18 roku ¿ycia,30%,7.83,4514
05909997077604,,,,,4514
05909997077673,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,nadciœnienie têtnicze inne ni¿ okreœlone w ChPL - u dzieci do 18 roku ¿ycia; przewlek³a choroba nerek u dzieci do 18 roku ¿ycia; leczenie renoprotekcyjne u dzieci do 18 roku ¿ycia,30%,14.78,4515
05909997077673,,,,,4515
05909991023485,Zespó³ pêcherza nadreaktywnego potwierdzony badaniem urodynamicznym,,30%,6.65,4516
05909991023485,,,,,4516
05909991023522,Zespó³ pêcherza nadreaktywnego potwierdzony badaniem urodynamicznym,,30%,12.52,4517
05909991023522,,,,,4517
05909990758814,Padaczka oporna na leczenie,zespó³ Tourette'a,rycza³t,9.16,4518
05909990758913,Padaczka oporna na leczenie,zespó³ Tourette'a,rycza³t,5.86,4519
05909990759019,Padaczka oporna na leczenie,zespó³ Tourette'a,rycza³t,6.64,4520
05909990759118,Padaczka oporna na leczenie,zespó³ Tourette'a,rycza³t,3.2,4521
05909990924660,,,bezp³atny,0,4522
05909990924677,,,bezp³atny,0,4523
05909990924684,,,bezp³atny,0,4524
05909990984756,,,bezp³atny,0,4525
05909990984770,,,bezp³atny,0,4526
05909990840472,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,nadciœnienie têtnicze inne ni¿ okreœlone w ChPL - u dzieci do 18 roku ¿ycia; przewlek³a choroba nerek u dzieci do 18 roku ¿ycia; leczenie renoprotekcyjne u dzieci do 18 roku ¿ycia,30%,6.87,4527
05909990840472,,,,,4527
05909990840489,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,nadciœnienie têtnicze inne ni¿ okreœlone w ChPL - u dzieci do 18 roku ¿ycia; przewlek³a choroba nerek u dzieci do 18 roku ¿ycia; leczenie renoprotekcyjne u dzieci do 18 roku ¿ycia,30%,7.51,4528
05909990840489,,,,,4528
05909990840557,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,nadciœnienie têtnicze inne ni¿ okreœlone w ChPL - u dzieci do 18 roku ¿ycia; przewlek³a choroba nerek u dzieci do 18 roku ¿ycia; leczenie renoprotekcyjne u dzieci do 18 roku ¿ycia,30%,12.85,4529
05909990840557,,,,,4529
05909990840564,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,nadciœnienie têtnicze inne ni¿ okreœlone w ChPL - u dzieci do 18 roku ¿ycia; przewlek³a choroba nerek u dzieci do 18 roku ¿ycia; leczenie renoprotekcyjne u dzieci do 18 roku ¿ycia,30%,13.13,4530
05909990840564,,,,,4530
05909991081874,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,5.3,4531
05909991081874,,,,,4531
05909991081898,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,9.72,4532
05909991081898,,,,,4532
05909991081942,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,9.72,4533
05909991081942,,,,,4533
05909991081966,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,17.56,4534
05909991081966,,,,,4534
05909991082062,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,9.72,4535
05909991082062,,,,,4535
05909991082086,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,17.56,4536
05909991082086,,,,,4536
05909990671472,Padaczka oporna na leczenie,zespó³ Tourette'a,rycza³t,4.5,4537
05909990671489,Padaczka oporna na leczenie,zespó³ Tourette'a,rycza³t,4.77,4538
05909990671496,Padaczka oporna na leczenie,zespó³ Tourette'a,rycza³t,4.32,4539
05909990671502,Padaczka oporna na leczenie,zespó³ Tourette'a,rycza³t,3.2,4540
05909990242511,Nowotwory z³oœliwe,,rycza³t,3.2,4541
05909990242511,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,7.39,4541
05909990034932,Schizofrenia,zespó³ Tourette'a,rycza³t,4.49,4542
05909990680849,Schizofrenia,zespó³ Tourette'a,rycza³t,3.73,4543
05909990034994,Schizofrenia,zespó³ Tourette'a,rycza³t,5.15,4544
05909990680863,Schizofrenia,zespó³ Tourette'a,rycza³t,3.2,4545
05909990080663,,,bezp³atny,0,4546
05909990957071,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,ciê¿ka wtórna hipercholesterolemia u dzieci w wieku od 10  do 18 roku ¿ycia (z  wysokim ryzykiem powik³añ sercowo - naczyniowych oraz przy braku skutecznoœci leczenia niefarmakologicznego) w przebiegu: niewydolnoœci nerek lub zespo³u nerczycowego; lub cukrzycy typu I (z towarzysz¹c¹ mikroalbuminuri¹ lub niewydolnoœci¹ nerek); lub otrzymuj¹cych terapiê antyretrowirusow¹; lub po przeszczepianiu narz¹dów,30%,23.12,4547
05909990957071,,,,,4547
05909990338290,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,ciê¿ka wtórna hipercholesterolemia u dzieci w wieku od 10  do 18 roku ¿ycia (z  wysokim ryzykiem powik³añ sercowo - naczyniowych oraz przy braku skutecznoœci leczenia niefarmakologicznego) w przebiegu: niewydolnoœci nerek lub zespo³u nerczycowego; lub cukrzycy typu I (z towarzysz¹c¹ mikroalbuminuri¹ lub niewydolnoœci¹ nerek); lub otrzymuj¹cych terapiê antyretrowirusow¹; lub po przeszczepianiu narz¹dów,30%,5.26,4548
05909990338290,,,,,4548
05909990338368,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,ciê¿ka wtórna hipercholesterolemia u dzieci w wieku od 10  do 18 roku ¿ycia (z  wysokim ryzykiem powik³añ sercowo - naczyniowych oraz przy braku skutecznoœci leczenia niefarmakologicznego) w przebiegu: niewydolnoœci nerek lub zespo³u nerczycowego; lub cukrzycy typu I (z towarzysz¹c¹ mikroalbuminuri¹ lub niewydolnoœci¹ nerek); lub otrzymuj¹cych terapiê antyretrowirusow¹; lub po przeszczepianiu narz¹dów,30%,6.44,4549
05909990338368,,,,,4549
05909990338436,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,ciê¿ka wtórna hipercholesterolemia u dzieci w wieku od 10  do 18 roku ¿ycia (z  wysokim ryzykiem powik³añ sercowo - naczyniowych oraz przy braku skutecznoœci leczenia niefarmakologicznego) w przebiegu: niewydolnoœci nerek lub zespo³u nerczycowego; lub cukrzycy typu I (z towarzysz¹c¹ mikroalbuminuri¹ lub niewydolnoœci¹ nerek); lub otrzymuj¹cych terapiê antyretrowirusow¹; lub po przeszczepianiu narz¹dów,30%,10.9,4550
05909990338436,,,,,4550
05909990338443,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,ciê¿ka wtórna hipercholesterolemia u dzieci w wieku od 10  do 18 roku ¿ycia (z  wysokim ryzykiem powik³añ sercowo - naczyniowych oraz przy braku skutecznoœci leczenia niefarmakologicznego) w przebiegu: niewydolnoœci nerek lub zespo³u nerczycowego; lub cukrzycy typu I (z towarzysz¹c¹ mikroalbuminuri¹ lub niewydolnoœci¹ nerek); lub otrzymuj¹cych terapiê antyretrowirusow¹; lub po przeszczepianiu narz¹dów,30%,29.35,4551
05909990338443,,,,,4551
05909990053179,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,ciê¿ka wtórna hipercholesterolemia u dzieci w wieku od 10  do 18 roku ¿ycia (z  wysokim ryzykiem powik³añ sercowo - naczyniowych oraz przy braku skutecznoœci leczenia niefarmakologicznego) w przebiegu: niewydolnoœci nerek lub zespo³u nerczycowego; lub cukrzycy typu I (z towarzysz¹c¹ mikroalbuminuri¹ lub niewydolnoœci¹ nerek); lub otrzymuj¹cych terapiê antyretrowirusow¹; lub po przeszczepianiu narz¹dów,30%,4.98,4552
05909990053179,,,,,4552
05909990053230,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,ciê¿ka wtórna hipercholesterolemia u dzieci w wieku od 10  do 18 roku ¿ycia (z  wysokim ryzykiem powik³añ sercowo - naczyniowych oraz przy braku skutecznoœci leczenia niefarmakologicznego) w przebiegu: niewydolnoœci nerek lub zespo³u nerczycowego; lub cukrzycy typu I (z towarzysz¹c¹ mikroalbuminuri¹ lub niewydolnoœci¹ nerek); lub otrzymuj¹cych terapiê antyretrowirusow¹; lub po przeszczepianiu narz¹dów,30%,7.24,4553
05909990053230,,,,,4553
05909990053278,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,ciê¿ka wtórna hipercholesterolemia u dzieci w wieku od 10  do 18 roku ¿ycia (z  wysokim ryzykiem powik³añ sercowo - naczyniowych oraz przy braku skutecznoœci leczenia niefarmakologicznego) w przebiegu: niewydolnoœci nerek lub zespo³u nerczycowego; lub cukrzycy typu I (z towarzysz¹c¹ mikroalbuminuri¹ lub niewydolnoœci¹ nerek); lub otrzymuj¹cych terapiê antyretrowirusow¹; lub po przeszczepianiu narz¹dów,30%,11.63,4554
05909990053278,,,,,4554
05909991231538,Cukrzyca typu I u doros³ych; Cukrzyca typu 2 u doros³ych pacjentów leczonych insulin¹ NPH od co najmniej 6 miesiêcy i z HbA1c ?8% oraz cukrzyca typu 2 u doros³ych pacjentów leczonych insulin¹ NPH od co najmniej 6 miesiêcy i z udokumentowanymi nawracaj¹cymi epizodami ciê¿kiej lub nocnej hipoglikemii oraz cukrzyca u doros³ych o znanej przyczynie (zgodnie z definicj¹ wg WHO),,30%,207.2,4555
05909991231538,,,,,4555
05909991231538,,,,,4555
05909990964086,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,6.49,4556
05909990964086,Nowotwory z³oœliwe,,bezp³atny do limitu,0,4556
05909991362300,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,2.73,4557
05909991362300,Nowotwory z³oœliwe,,bezp³atny do limitu,0.79,4557
03838989704100,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,7.29,4558
03838989704100,Nowotwory z³oœliwe,,bezp³atny do limitu,1.48,4558
03838989704117,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,10.9,4559
03838989704117,Nowotwory z³oœliwe,,bezp³atny do limitu,1.22,4559
03838989704124,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,10.07,4560
03838989704124,Nowotwory z³oœliwe,,bezp³atny do limitu,1.36,4560
03838989704131,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,15.08,4561
03838989704131,Nowotwory z³oœliwe,,bezp³atny do limitu,0.57,4561
03838989704148,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,12.58,4562
03838989704148,Nowotwory z³oœliwe,,bezp³atny do limitu,0.97,4562
03838989704155,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,19.18,4563
03838989704155,Nowotwory z³oœliwe,,bezp³atny do limitu,0,4563
05909991376819,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,2.93,4564
05909991376819,Nowotwory z³oœliwe,,bezp³atny do limitu,0.99,4564
05909991389000,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,22,4565
05909991389000,Nowotwory z³oœliwe,,bezp³atny do limitu,0,4565
05909991389017,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,3.58,4566
05909991389017,Nowotwory z³oœliwe,,bezp³atny do limitu,1.22,4566
05909990294619,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,5.09,4567
05909990294619,Nowotwory z³oœliwe,,bezp³atny do limitu,3.15,4567
05909990294718,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,6.65,4568
05909990294718,Nowotwory z³oœliwe,,bezp³atny do limitu,4.29,4568
05909990253616,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,3.39,4569
05909990253616,Nowotwory z³oœliwe,,bezp³atny do limitu,1.45,4569
05909990253814,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,2.58,4570
05909990253814,Nowotwory z³oœliwe,,bezp³atny do limitu,1.27,4570
05909990253821,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,2.63,4571
05909990253821,Nowotwory z³oœliwe,,bezp³atny do limitu,0,4571
05909990253913,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,3.58,4572
05909990253913,Nowotwory z³oœliwe,,bezp³atny do limitu,1.22,4572
05909990253920,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,22.67,4573
05909990253920,Nowotwory z³oœliwe,,bezp³atny do limitu,0,4573
05909990786213,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,3.11,4574
05909990786213,Nowotwory z³oœliwe,,bezp³atny do limitu,1.17,4574
05909990786220,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,7.95,4575
05909990786220,Nowotwory z³oœliwe,,bezp³atny do limitu,2.14,4575
05909990786237,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,11.8,4576
05909990786237,Nowotwory z³oœliwe,,bezp³atny do limitu,2.12,4576
05909990786312,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,4.38,4577
05909990786312,Nowotwory z³oœliwe,,bezp³atny do limitu,1.48,4577
05909990786329,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,10.09,4578
05909990786329,Nowotwory z³oœliwe,,bezp³atny do limitu,1.38,4578
05909990786336,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,16.35,4579
05909990786336,Nowotwory z³oœliwe,,bezp³atny do limitu,1.84,4579
05909990786411,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,5.75,4580
05909990786411,Nowotwory z³oœliwe,,bezp³atny do limitu,1.88,4580
05909990786428,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,13.73,4581
05909990786428,Nowotwory z³oœliwe,,bezp³atny do limitu,2.12,4581
05909990786435,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,20.72,4582
05909990786435,Nowotwory z³oœliwe,,bezp³atny do limitu,1.37,4582
05909990780303,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,1.66,4583
05909990780303,Nowotwory z³oœliwe,,bezp³atny do limitu,0.69,4583
05909990780334,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,4.36,4584
05909990780334,Nowotwory z³oœliwe,,bezp³atny do limitu,1.46,4584
05909990780341,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,6.77,4585
05909990780341,Nowotwory z³oœliwe,,bezp³atny do limitu,1.93,4585
05909990959457,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,2.73,4586
05909990959457,Nowotwory z³oœliwe,,bezp³atny do limitu,0.55,4586
05909990959488,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,4.84,4587
05909990959488,Nowotwory z³oœliwe,,bezp³atny do limitu,0.49,4587
05909990959563,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,7.19,4588
05909990959563,Nowotwory z³oœliwe,,bezp³atny do limitu,0,4588
05391528830497,,,bezp³atny,0,4589
05391528830503,,,bezp³atny,0,4590
05391528830510,,,bezp³atny,0,4591
05909990966127,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,rycza³t,6.9,4592
05909990966127,Nowotwory z³oœliwe,,bezp³atny do limitu,3.7,4592
05909990966226,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,rycza³t,6.49,4593
05909990966226,Nowotwory z³oœliwe,,bezp³atny do limitu,3.29,4593
05909990966325,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,rycza³t,5.92,4594
05909990966325,Nowotwory z³oœliwe,,bezp³atny do limitu,2.72,4594
05909990942619,Jaskra,,rycza³t,9.15,4595
05909990942619,,,,,4595
05909991447106,Jaskra,,rycza³t,3.2,4596
05909991447106,,,,,4596
05909991197629,Jaskra,,rycza³t,6.87,4597
05909991197629,,,,,4597
05909991350420,Jaskra,,rycza³t,9.67,4598
05909991350420,,,,,4598
05415062339176,,,bezp³atny,0,4599
05415062346655,,,bezp³atny,0,4600
05909991350635,Leczenie podtrzymuj¹ce u pacjentów doros³ych z umiarkowan¹ lub ciê¿k¹ przewlek³¹ obturacyjn¹ chorob¹ p³uc (POChP); u których nie uzyskuje siê odpowiedniego efektu leczenia podczas jednoczesnego stosowania kortykosteroidu wziewnego i d³ugo dzia³aj¹cego agonisty receptorów beta 2 lub jednoczesnego stosowania d³ugo dzia³aj¹cego agonisty receptorów beta 2 i d³ugo dzia³aj¹cego antagonisty receptorów muskarynowych,,30%,90.85,4601
05909991350635,,,,,4601
05909991384197,Terapia dodana u chorych powy¿ej 16 roku ¿ycia z padaczk¹ ogniskow¹ z brakiem kontroli napadów lub nietolerancj¹ leczenia po zastosowaniu co najmniej dwóch prób terapii dodanej,terapia dodana u chorych poni¿ej 16 roku ¿ycia z padaczk¹ ogniskow¹ z brakiem kontroli napadów lub nietolerancj¹ leczenia po zastosowaniu co najmniej trzech prób terapii dodanej,rycza³t,3.2,4602
05909991384234,Terapia dodana u chorych powy¿ej 16 roku ¿ycia z padaczk¹ ogniskow¹ z brakiem kontroli napadów lub nietolerancj¹ leczenia po zastosowaniu co najmniej dwóch prób terapii dodanej,terapia dodana u chorych poni¿ej 16 roku ¿ycia z padaczk¹ ogniskow¹ z brakiem kontroli napadów lub nietolerancj¹ leczenia po zastosowaniu co najmniej trzech prób terapii dodanej,rycza³t,3.2,4603
05909991384241,Terapia dodana u chorych powy¿ej 16 roku ¿ycia z padaczk¹ ogniskow¹ z brakiem kontroli napadów lub nietolerancj¹ leczenia po zastosowaniu co najmniej dwóch prób terapii dodanej,terapia dodana u chorych poni¿ej 16 roku ¿ycia z padaczk¹ ogniskow¹ z brakiem kontroli napadów lub nietolerancj¹ leczenia po zastosowaniu co najmniej trzech prób terapii dodanej,rycza³t,3.2,4604
05909991384258,Terapia dodana u chorych powy¿ej 16 roku ¿ycia z padaczk¹ ogniskow¹ z brakiem kontroli napadów lub nietolerancj¹ leczenia po zastosowaniu co najmniej dwóch prób terapii dodanej,terapia dodana u chorych poni¿ej 16 roku ¿ycia z padaczk¹ ogniskow¹ z brakiem kontroli napadów lub nietolerancj¹ leczenia po zastosowaniu co najmniej trzech prób terapii dodanej,rycza³t,3.98,4605
05413868113006,,,bezp³atny,0,4606
05909991107833,<1>Cukrzyca typu I u doros³ych; Cukrzyca typu 2 u doros³ych pacjentów leczonych insulin¹ NPH od co najmniej 6 miesiêcy i z HbA1c ?8% oraz cukrzyca typu 2 u doros³ych pacjentów leczonych insulin¹ NPH od co najmniej 6 miesiêcy i z udokumentowanymi nawracaj¹cymi epizodami ciê¿kiej lub nocnej hipoglikemii oraz cukrzyca o znanej przyczynie (zgodnie z definicj¹ wg WHO); <2>Cukrzyca typu I u dzieci powy¿ej 1. roku ¿ycia i m³odzie¿y.  Cukrzyca typu 2 u dzieci powy¿ej 1. roku ¿ycia i m³odzie¿y leczonych insulin¹ NPH od co najmniej 6 miesiêcy i z HbA1c ?8% oraz cukrzyca typu 2 u dzieci powy¿ej 1. roku ¿ycia i m³odzie¿y leczonych insulin¹ NPH od co najmniej 6 miesiêcy i z udokumentowanymi nawracaj¹cymi epizodami ciê¿kiej lub nocnej hipoglikemii oraz cukrzyca u dzieci powy¿ej 1. roku ¿ycia i m³odzie¿y o znanej przyczynie (zgodnie z definicj¹ wg WHO),,30%,99.09,4607
05909991107833,,,,,4607
05909991107833,,,,,4607
05909991107864,<1>Cukrzyca typu I u doros³ych; Cukrzyca typu 2 u doros³ych pacjentów leczonych insulin¹ NPH od co najmniej 6 miesiêcy i z HbA1c ?8% oraz cukrzyca typu 2 u doros³ych pacjentów leczonych insulin¹ NPH od co najmniej 6 miesiêcy i z udokumentowanymi nawracaj¹cymi epizodami ciê¿kiej lub nocnej hipoglikemii oraz cukrzyca o znanej przyczynie (zgodnie z definicj¹ wg WHO); <2>Cukrzyca typu I u dzieci powy¿ej 1. roku ¿ycia i m³odzie¿y.  Cukrzyca typu 2 u dzieci powy¿ej 1. roku ¿ycia i m³odzie¿y leczonych insulin¹ NPH od co najmniej 6 miesiêcy i z HbA1c ?8% oraz cukrzyca typu 2 u dzieci powy¿ej 1. roku ¿ycia i m³odzie¿y leczonych insulin¹ NPH od co najmniej 6 miesiêcy i z udokumentowanymi nawracaj¹cymi epizodami ciê¿kiej lub nocnej hipoglikemii oraz cukrzyca u dzieci powy¿ej 1. roku ¿ycia i m³odzie¿y o znanej przyczynie (zgodnie z definicj¹ wg WHO),,30%,116.93,4608
05909991107864,,,,,4608
05909991107864,,,,,4608
05909991418618,,,bezp³atny,0,4609
05909991418625,,,bezp³atny,0,4610
05909991418632,,,bezp³atny,0,4611
05909991418649,,,bezp³atny,0,4612
05909991281465,Leczenie podtrzymuj¹ce schizofrenii u doros³ych pacjentów ustabilizowanych klinicznie na palmitynianie paliperydonu podawanym we wstrzykniêciach co 1 miesi¹c,,bezp³atny do limitu,0,4613
05909991281472,Leczenie podtrzymuj¹ce schizofrenii u doros³ych pacjentów ustabilizowanych klinicznie na palmitynianie paliperydonu podawanym we wstrzykniêciach co 1 miesi¹c,,bezp³atny do limitu,0,4614
05909991281489,Leczenie podtrzymuj¹ce schizofrenii u doros³ych pacjentów ustabilizowanych klinicznie na palmitynianie paliperydonu podawanym we wstrzykniêciach co 1 miesi¹c,,bezp³atny do limitu,0,4615
05909991303563,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,sarkoidoza; ziarniniakowe choroby p³uc - w przypadkach innych ni¿ okreœlone w ChPL,rycza³t,12.67,4616
05909991303617,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,sarkoidoza; ziarniniakowe choroby p³uc - w przypadkach innych ni¿ okreœlone w ChPL,rycza³t,42.67,4617
05909990747115,Padaczka oporna na leczenie,,rycza³t,3.2,4618
05909990747115,,,,,4618
05909990825615,Padaczka oporna na leczenie,,rycza³t,3.97,4619
05909990825615,,,,,4619
05909990825714,Padaczka oporna na leczenie,,rycza³t,3.2,4620
05909990825714,,,,,4620
08025153008156,<1>Leczenie podtrzymuj¹ce u pacjentów doros³ych z umiarkowan¹ lub ciê¿k¹ przewlek³¹ obturacyjn¹ chorob¹ p³uc (POChP); u których nie uzyskuje siê odpowiedniego efektu leczenia podczas jednoczesnego stosowania kortykosteroidu wziewnego i d³ugo dzia³aj¹cego agonisty receptorów beta 2 lub jednoczesnego stosowania d³ugo dzia³aj¹cego agonisty receptorów beta 2 i d³ugo dzia³aj¹cego antagonisty receptorów muskarynowych; <2>Leczenie podtrzymuj¹ce astmy u pacjentów z niewystarczaj¹c¹ kontrol¹ objawów choroby po zastosowaniu produktu z³o¿onego z d³ugo dzia³aj¹cego agonisty receptorów beta-2 i œrednich dawek kortykosteroidu wziewnego; u których wyst¹pi³o jedno lub wiêcej zaostrzeñ astmy w ci¹gu poprzedniego roku,,30%,91.19,4621
08025153008156,,,,,4621
05909991053819,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,zaka¿enia grzybicze u pacjentów po przeszczepie szpiku – profilaktyka,50%,9.25,4622
05909991053826,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,zaka¿enia grzybicze u pacjentów po przeszczepie szpiku – profilaktyka,50%,48.2,4623
05909991404406,,,bezp³atny,0,4624
